i;prices_koCall;prices_kiCall;prices_koPut;prices_kiPut;richardson_koCall;richardson_kiCall;richardson_koPut;richardson_kiPut;cv_koCall;cv_kiCall;cv_koPut;cv_kiPut;
0;0;-1.#IND;0;-1.#IND;9.38454;-1.#IND;10.3802;-1.#IND;-1.#IND;-1.#IND;-1.#IND;-1.#IND;
194;2.39245;1.33512;3.01586;1.20922;2.44058;1.28505;3.0631;1.16004;2.38897;1.33164;3.01238;1.20574;
195;2.24012;1.48528;3.1384;1.08452;2.57765;1.15012;2.92616;1.29913;2.23881;1.48397;3.13708;1.0832;
196;2.37737;1.35011;3.00104;1.22395;2.42581;1.29987;3.04865;1.17454;2.37398;1.34673;2.99765;1.22056;
197;2.50334;1.22213;3.12413;1.09886;2.28528;1.44238;2.91127;1.3139;2.50196;1.22075;3.12274;1.09747;
198;2.36243;1.36496;2.98634;1.23856;2.41117;1.31455;3.03431;1.18892;2.35914;1.36166;2.98304;1.23526;
199;2.48877;1.23678;3.10996;1.11309;2.27042;1.45712;2.89651;1.32853;2.48731;1.23533;3.1085;1.11164;
200;2.34764;1.37966;2.97176;1.25305;2.39666;1.3291;3.02008;1.2032;2.34444;1.37645;2.96855;1.24984;
201;2.47431;1.2513;3.09589;1.12723;2.25572;1.4717;2.88188;1.34304;2.47279;1.24978;3.09437;1.12571;
202;2.33299;1.39421;2.9573;1.26742;2.38229;1.34351;3.00595;1.21736;2.32988;1.3911;2.95418;1.2643;
203;2.45998;1.2657;3.08193;1.14126;2.24116;1.48614;2.86739;1.35743;2.4584;1.26411;3.08034;1.13967;
204;2.31849;1.40863;2.94296;1.28167;2.36805;1.3578;2.99194;1.23141;2.31546;1.4056;2.93993;1.27864;
205;2.44577;1.27997;3.06806;1.15519;2.22676;1.50043;2.85302;1.37168;2.44413;1.27832;3.06641;1.15354;
206;2.30413;1.4229;2.92874;1.2958;2.35394;1.37194;2.97804;1.24535;2.30119;1.41996;2.9258;1.29285;
207;2.43169;1.29411;3.05429;1.16902;2.21251;1.51457;3.20633;1.01826;2.42998;1.29241;3.05258;1.16731;
208;2.28991;1.43704;2.91465;1.30981;2.33995;1.38596;3.33218;0.891239;2.28705;1.43419;2.91179;1.30695;
209;2.41772;1.30813;3.04062;1.18274;2.19841;1.52857;3.19299;1.03149;2.41596;1.30637;3.03886;1.18098;
210;2.27582;1.45103;3.16043;1.06394;2.3261;1.39985;3.06;1.16345;2.27306;1.44827;3.15766;1.06117;
211;2.40388;1.32203;3.02705;1.19637;2.18445;1.54242;3.17973;1.04464;2.40206;1.32021;3.02523;1.19454;
212;2.26188;1.46489;3.14709;1.07719;2.31237;1.4136;3.04661;1.17688;2.2592;1.46221;3.14441;1.07451;
213;2.39016;1.33581;3.01359;1.20989;2.17063;1.55613;3.16656;1.0577;2.38829;1.33394;3.01171;1.20801;
214;2.24807;1.47862;3.13384;1.09036;2.67464;1.05137;3.03331;1.1902;2.24547;1.47602;3.13124;1.08776;
215;2.37655;1.34946;3.00022;1.22331;2.53289;1.19376;3.15347;1.07069;2.37463;1.34754;2.99829;1.22138;
216;2.49975;1.22686;3.12067;1.10344;2.39648;1.32956;3.0201;1.20344;2.49723;1.22434;3.11815;1.10092;
217;2.36307;1.36299;2.98695;1.23662;2.51948;1.20707;3.14046;1.0836;2.3611;1.36103;2.98497;1.23465;
218;2.4863;1.24023;3.1076;1.11644;2.38313;1.34292;3.007;1.21657;2.48387;1.23779;3.10516;1.114;
219;2.3497;1.37641;2.97377;1.24984;2.50616;1.22029;3.12754;1.09642;2.34768;1.37439;2.97176;1.24782;
220;2.47296;1.25349;3.0946;1.12935;2.3699;1.35618;2.99398;1.22961;2.47061;1.25113;3.09225;1.12699;
221;2.33645;1.3897;2.9607;1.26296;2.49295;1.2334;3.11469;1.10916;2.33439;1.38764;2.95864;1.2609;
222;2.45973;1.26664;3.0817;1.14218;2.35679;1.36932;2.98106;1.24255;2.45745;1.26437;3.07942;1.1399;
223;2.32331;1.40288;2.94772;1.27598;2.47984;1.2464;3.10194;1.12182;2.32121;1.40078;2.94562;1.27387;
224;2.4466;1.27969;3.06888;1.15492;2.34378;1.38235;2.96823;1.2554;2.4444;1.2775;3.06668;1.15272;
225;2.3103;1.41594;2.93485;1.2889;2.46684;1.25931;3.08926;1.1344;2.30815;1.4138;2.9327;1.28675;
226;2.43357;1.29264;3.05615;1.16757;2.33089;1.39526;2.9555;1.26815;2.43146;1.29052;3.05403;1.16545;
227;2.29739;1.42888;2.92206;1.30172;2.45393;1.27212;3.07667;1.1469;2.29521;1.4267;2.91988;1.29953;
228;2.42065;1.30548;3.0435;1.18014;2.3181;1.40806;2.94286;1.28081;2.41861;1.30344;3.04146;1.17809;
229;2.2846;1.44171;3.15768;1.06614;2.44113;1.28483;2.81635;1.40711;2.28238;1.43949;3.15546;1.06392;
230;2.40784;1.31822;3.03095;1.19262;2.30543;1.42075;2.93031;1.29338;2.40588;1.31625;3.02898;1.19065;
231;2.27192;1.45442;3.14555;1.0783;2.42842;1.29744;2.80346;1.41991;2.26967;1.45217;3.1433;1.07605;
232;2.39513;1.33085;3.01847;1.20502;2.29286;1.43334;2.91786;1.30585;2.39324;1.32896;3.01658;1.20313;
233;2.25935;1.46702;3.1335;1.09039;2.41582;1.30995;2.79068;1.4326;2.25707;1.46474;3.13121;1.0881;
234;2.38252;1.34339;3.00609;1.21733;2.2804;1.44581;3.25051;0.973216;2.38071;1.34157;3.00427;1.21551;
235;2.2469;1.47951;3.12151;1.10241;2.40331;1.32237;3.12334;1.09985;2.24458;1.47719;3.11919;1.10008;
236;2.37001;1.35582;2.99378;1.22956;2.26805;1.45818;3.23889;0.98485;2.36827;1.35408;2.99204;1.22781;
237;2.48836;1.23808;3.1096;1.11435;2.1376;1.58799;3.1114;1.11169;2.48601;1.23573;3.10725;1.112;
238;2.35761;1.36815;2.98157;1.2417;2.25581;1.47044;3.22732;0.996426;2.35594;1.36648;2.9799;1.24003;
239;2.47619;1.25028;3.09776;1.12622;2.12522;1.60028;3.09954;1.12347;2.47381;1.2479;3.09538;1.12384;
240;2.3453;1.38038;2.96944;1.25376;2.24367;1.48259;3.21582;1.00794;2.34371;1.37879;2.96784;1.25216;
241;2.46412;1.26238;3.08599;1.13802;2.11295;1.61246;3.08774;1.13517;2.46171;1.25998;3.08358;1.13561;
242;2.3331;1.39252;2.95739;1.26574;2.23163;1.49464;3.20437;1.0194;2.33157;1.39099;2.95586;1.26421;
243;2.45213;1.2744;3.07429;1.14975;2.45388;1.27145;3.07602;1.14681;2.44969;1.27197;3.07185;1.14731;
244;2.32099;1.40455;2.94542;1.27763;2.57282;1.15345;3.19299;1.0308;2.31954;1.4031;2.94397;1.27617;
245;2.44022;1.28633;3.06266;1.1614;2.44195;1.28329;3.06437;1.15837;2.43776;1.28387;3.0602;1.15894;
246;2.30899;1.41649;2.93354;1.28944;2.56109;1.1652;3.18166;1.04213;2.3076;1.41511;2.93216;1.28805;
247;2.4284;1.29817;3.0511;1.17298;2.43011;1.29504;3.05279;1.16987;2.42592;1.29569;3.04862;1.17049;
248;2.29708;1.42833;3.15937;1.06354;2.54943;1.17686;2.93324;1.29056;2.29576;1.42702;3.15806;1.06222;
249;2.41667;1.30993;3.03962;1.18449;2.41836;1.30671;3.04129;1.18129;2.41417;1.30742;3.03711;1.18198;
250;2.28526;1.44007;3.14808;1.07476;0;0;0;0;2.28402;1.43883;3.14684;1.07351;
251;2.40503;1.32159;3.0282;1.19593;0;0;0;0;2.4025;1.31906;3.02567;1.1934;
252;2.27355;1.45172;3.13686;1.08592;0;0;0;0;2.27237;1.45054;3.13568;1.08474;
253;2.39347;1.33318;3.01686;1.20729;0;0;0;0;2.39092;1.33063;3.0143;1.20474;
254;2.26193;1.46327;3.12569;1.09702;0;0;0;0;2.26082;1.46216;3.12458;1.09591;
255;2.38199;1.34467;3.00558;1.21859;0;0;0;0;2.37942;1.3421;3.00301;1.21602;
256;2.2504;1.47473;3.11458;1.10806;0;0;0;0;2.24936;1.47369;3.11354;1.10701;
257;2.3706;1.35608;2.99438;1.22981;0;0;0;0;2.36801;1.35349;2.99179;1.22722;
258;2.48217;1.2429;3.10354;1.11904;0;0;0;0;2.48119;1.24193;3.10256;1.11806;
259;2.35929;1.36741;2.98324;1.24096;0;0;0;0;2.35669;1.3648;2.98063;1.23836;
260;2.47089;1.25411;3.09256;1.12995;0;0;0;0;2.46998;1.2532;3.09165;1.12904;
261;2.34807;1.37865;2.97218;1.25205;0;0;0;0;2.34544;1.37603;2.96955;1.24942;
262;2.4597;1.26524;3.08165;1.1408;0;0;0;0;2.45885;1.2644;3.0808;1.13995;
263;2.33692;1.3898;2.96118;1.26306;0;0;0;0;2.33429;1.38717;2.95854;1.26042;
264;2.44858;1.2763;3.07079;1.1516;0;0;0;0;2.44779;1.27552;3.07;1.15081;
265;2.32587;1.40088;2.95026;1.274;0;0;0;0;2.32321;1.39823;2.9476;1.27134;
266;2.43753;1.28728;3.06;1.16233;0;0;0;0;2.43681;1.28656;3.05927;1.1616;
267;2.31489;1.41187;2.9394;1.28487;0;0;0;0;2.31222;1.4092;2.93673;1.2822;
268;2.42656;1.29819;3.04926;1.17299;0;0;0;0;2.4259;1.29753;3.0486;1.17233;
269;2.30399;1.42278;3.15668;1.0676;0;0;0;0;2.30131;1.4201;3.154;1.06492;
270;2.41566;1.30902;3.03859;1.1836;0;0;0;0;2.41507;1.30843;3.038;1.183;
271;2.29317;1.43361;3.14634;1.07795;0;0;0;0;2.29048;1.43092;3.14365;1.07526;
272;2.40484;1.31978;3.02799;1.19415;0;0;0;0;2.40431;1.31925;3.02745;1.19361;
273;2.28244;1.44435;3.13605;1.08826;0;0;0;0;2.27974;1.44165;3.13334;1.08555;
274;2.39409;1.33047;3.01744;1.20463;0;0;0;0;2.39362;1.33;3.01696;1.20416;
275;2.27178;1.45502;3.12581;1.09851;0;0;0;0;2.26907;1.45231;3.12309;1.09579;
276;2.38342;1.34108;3.00695;1.21506;0;0;0;0;2.38301;1.34067;3.00654;1.21465;
277;2.26121;1.46561;3.11562;1.1087;0;0;0;0;2.25848;1.46289;3.11289;1.10598;
278;2.37282;1.35162;2.99653;1.22542;0;0;0;0;2.37247;1.35127;2.99617;1.22507;
279;2.48411;1.24271;3.10548;1.11885;0;0;0;0;2.48138;1.23998;3.10275;1.11612;
280;2.36229;1.36209;2.98617;1.23573;0;0;0;0;2.362;1.3618;2.98587;1.23543;
281;2.47375;1.25308;3.0954;1.12894;0;0;0;0;2.47101;1.25034;3.09266;1.1262;
282;2.35183;1.37249;2.97586;1.24597;0;0;0;0;2.3516;1.37226;2.97563;1.24574;
283;2.46346;1.26338;3.08537;1.13898;0;0;0;0;2.46071;1.26063;3.08262;1.13623;
284;2.34145;1.38282;2.96562;1.25616;0;0;0;0;2.34128;1.38264;2.96544;1.25598;
285;2.45323;1.27361;3.07539;1.14897;0;0;0;0;2.45048;1.27086;3.07263;1.14621;
286;2.33114;1.39307;2.95544;1.26628;0;0;0;0;2.33102;1.39295;2.95532;1.26616;
287;2.44307;1.28378;3.06546;1.1589;0;0;0;0;2.44031;1.28103;3.06269;1.15614;
288;2.3209;1.40326;2.94532;1.27634;0;0;0;0;2.32084;1.4032;2.94525;1.27628;
289;2.43296;1.29389;3.05558;1.16879;0;0;0;0;2.4302;1.29113;3.05281;1.16602;
290;2.31072;1.41337;2.93525;1.28635;0;0;0;0;2.31072;1.41337;2.93525;1.28634;
291;2.42292;1.30394;3.04575;1.17862;0;0;0;0;2.42016;1.30117;3.04298;1.17584;
292;2.30062;1.42342;3.1447;1.07685;0;0;0;0;2.30068;1.42347;3.14475;1.0769;
293;2.41295;1.31392;3.03598;1.18839;0;0;0;0;2.41017;1.31114;3.0332;1.18562;
294;2.29059;1.43339;3.13508;1.08641;0;0;0;0;2.2907;1.4335;3.13519;1.08651;
295;2.40303;1.32384;3.02626;1.19812;0;0;0;0;2.40026;1.32106;3.02348;1.19534;
296;2.28063;1.4433;3.12551;1.09592;0;0;0;0;2.28079;1.44346;3.12568;1.09608;
297;2.39318;1.33369;3.01659;1.20779;0;0;0;0;2.3904;1.33091;3.0138;1.20501;
298;2.27074;1.45314;3.11599;1.10539;0;0;0;0;2.27095;1.45336;3.11621;1.10561;
299;2.38339;1.34348;3.00697;1.21742;0;0;0;0;2.38061;1.3407;3.00418;1.21463;
300;2.26091;1.46291;3.10651;1.11481;0;0;0;0;2.26118;1.46318;3.10678;1.11509;
301;2.37366;1.35322;2.9974;1.22699;0;0;0;0;2.37088;1.35043;2.99461;1.2242;
302;2.47556;1.24821;3.09708;1.12419;0;0;0;0;2.47588;1.24853;3.09741;1.12452;
303;2.36399;1.36289;2.98788;1.23651;0;0;0;0;2.36121;1.3601;2.98509;1.23372;
304;2.46592;1.25779;3.08769;1.13353;0;0;0;0;2.4663;1.25817;3.08807;1.1339;
305;2.35438;1.3725;2.97841;1.24597;0;0;0;0;2.3516;1.36971;2.97562;1.24318;
306;2.45635;1.26731;3.07835;1.14281;0;0;0;0;2.45678;1.26774;3.07878;1.14325;
307;2.34484;1.38204;2.969;1.25539;0;0;0;0;2.34205;1.37926;2.96621;1.2526;
308;2.44683;1.27678;3.06906;1.15206;0;0;0;0;2.44731;1.27727;3.06954;1.15254;
309;2.33535;1.39153;2.95963;1.26476;0;0;0;0;2.33256;1.38874;2.95684;1.26197;
310;2.43736;1.28619;3.05981;1.16126;0;0;0;0;2.4379;1.28673;3.06034;1.16179;
311;2.32592;1.40096;2.95032;1.27407;0;0;0;0;2.32313;1.39817;2.94753;1.27128;
312;2.42795;1.29555;3.0506;1.17041;0;0;0;0;2.42854;1.29614;3.05119;1.171;
313;2.31655;1.41032;2.94105;1.28333;0;0;0;0;2.31377;1.40754;2.93827;1.28055;
314;2.41859;1.30486;3.04144;1.17952;0;0;0;0;2.41923;1.3055;3.04208;1.18015;
315;2.30724;1.41963;3.14315;1.08124;0;0;0;0;2.30446;1.41685;3.14036;1.07845;
316;2.40929;1.31411;3.03233;1.18858;0;0;0;0;2.40998;1.3148;3.03302;1.18927;
317;2.29799;1.42888;3.13428;1.09011;0;0;0;0;2.29521;1.4261;3.13149;1.08732;
318;2.40004;1.32331;3.02326;1.1976;0;0;0;0;2.40079;1.32405;3.024;1.19834;
319;2.2888;1.43807;3.12545;1.09894;0;0;0;0;2.28602;1.43529;3.12266;1.09615;
320;2.39085;1.33245;3.01424;1.20657;0;0;0;0;2.39164;1.33324;3.01503;1.20736;
321;2.27967;1.4472;3.11665;1.10773;0;0;0;0;2.27689;1.44442;3.11387;1.10495;
322;2.38171;1.34154;3.00526;1.2155;0;0;0;0;2.38255;1.34238;3.0061;1.21634;
323;2.27059;1.45627;3.1079;1.11648;0;0;0;0;2.26782;1.4535;3.10512;1.1137;
324;2.37263;1.35057;2.99632;1.22439;0;0;0;0;2.37352;1.35146;2.99721;1.22527;
325;2.26157;1.46529;3.09918;1.12519;0;0;0;0;2.2588;1.46252;3.09641;1.12242;
326;2.36359;1.35956;2.98744;1.23323;0;0;0;0;2.36453;1.3605;2.98837;1.23416;
327;2.46872;1.25814;3.0905;1.13387;0;0;0;0;2.46595;1.25537;3.08773;1.1311;
328;2.35462;1.36849;2.97859;1.24202;0;0;0;0;2.3556;1.36948;2.97958;1.24301;
329;2.45986;1.26699;3.08186;1.1425;0;0;0;0;2.4571;1.26423;3.0791;1.13974;
330;2.34569;1.37737;2.96979;1.25078;0;0;0;0;2.34673;1.3784;2.97082;1.25181;
331;2.45105;1.2758;3.07326;1.1511;0;0;0;0;2.44829;1.27304;3.0705;1.14834;
332;2.33682;1.38619;2.96103;1.25948;0;0;0;0;2.3379;1.38727;2.96211;1.26056;
333;2.44228;1.28456;3.0647;1.15966;0;0;0;0;2.43953;1.28181;3.06194;1.1569;
334;2.328;1.39497;2.95232;1.26815;0;0;0;0;2.32913;1.3961;2.95345;1.26928;
335;2.43357;1.29327;3.05617;1.16817;0;0;0;0;2.43082;1.29053;3.05342;1.16543;
336;2.31923;1.40369;2.94366;1.27677;0;0;0;0;2.3204;1.40486;2.94483;1.27794;
337;2.4249;1.30194;3.04769;1.17665;0;0;0;0;2.42215;1.2992;3.04494;1.17391;
338;2.31051;1.41236;3.13867;1.08171;0;0;0;0;2.31173;1.41358;3.13989;1.08293;
339;2.41627;1.31056;3.03924;1.1851;0;0;0;0;2.41354;1.30782;3.0365;1.18236;
340;2.30184;1.42098;3.13036;1.08997;0;0;0;0;2.30311;1.42225;3.13163;1.09124;
341;2.40769;1.31913;3.03083;1.1935;0;0;0;0;2.40496;1.3164;3.0281;1.19077;
342;2.29323;1.42955;3.12208;1.0982;0;0;0;0;2.29454;1.43086;3.12339;1.09952;
343;2.39916;1.32765;3.02246;1.20186;0;0;0;0;2.39644;1.32493;3.01974;1.19914;
344;2.28467;1.43807;3.11384;1.1064;0;0;0;0;2.28603;1.43943;3.11519;1.10776;
345;2.39068;1.33613;3.01413;1.21019;0;0;0;0;2.38796;1.33341;3.01141;1.20747;
346;2.27615;1.44653;3.10563;1.11457;0;0;0;0;2.27756;1.44794;3.10703;1.11597;
347;2.38224;1.34456;3.00584;1.21847;0;0;0;0;2.37953;1.34185;3.00313;1.21576;
348;2.26769;1.45495;3.09745;1.1227;0;0;0;0;2.26914;1.4564;3.0989;1.12415;
349;2.37384;1.35295;2.99758;1.22672;0;0;0;0;2.37114;1.35025;2.99488;1.22402;
350;2.4676;1.25499;3.08931;1.1308;0;0;0;0;2.4691;1.25649;3.0908;1.13229;
351;2.3655;1.36129;2.98936;1.23493;0;0;0;0;2.3628;1.3586;2.98667;1.23223;
352;2.45929;1.26326;3.0812;1.13886;0;0;0;0;2.46083;1.2648;3.08274;1.1404;
353;2.35719;1.36959;2.98118;1.2431;0;0;0;0;2.35451;1.3669;2.9785;1.24041;
354;2.45102;1.27149;3.07313;1.14689;0;0;0;0;2.4526;1.27307;3.07471;1.14847;
355;2.34893;1.37784;2.97304;1.25124;0;0;0;0;2.34626;1.37516;2.97036;1.24856;
356;2.44279;1.27968;3.06509;1.15488;0;0;0;0;2.44441;1.28131;3.06671;1.15651;
357;2.34072;1.38604;2.96494;1.25933;0;0;0;0;2.33805;1.38337;2.96227;1.25666;
358;2.4346;1.28783;3.05709;1.16285;0;0;0;0;2.43626;1.2895;3.05875;1.16451;
359;2.33255;1.3942;2.95687;1.26739;0;0;0;0;2.32989;1.39154;2.95421;1.26473;
360;2.42645;1.29593;3.04911;1.17077;0;0;0;0;2.42816;1.29764;3.05082;1.17248;
361;2.32443;1.40231;2.94884;1.27541;0;0;0;0;2.32178;1.39966;2.94619;1.27275;
362;2.41834;1.304;3.04118;1.17867;0;0;0;0;2.42009;1.30575;3.04293;1.18042;
363;2.31635;1.41039;3.1375;1.08674;0;0;0;0;2.31371;1.40774;3.13486;1.08409;
364;2.41027;1.31202;3.03328;1.18653;0;0;0;0;2.41207;1.31382;3.03507;1.18832;
365;2.30831;1.41841;3.12979;1.09445;0;0;0;0;2.30568;1.41578;3.12715;1.09181;
366;2.40225;1.32001;3.02541;1.19436;0;0;0;0;2.40409;1.32184;3.02724;1.19619;
367;2.30032;1.42639;3.1221;1.10212;0;0;0;0;2.2977;1.42377;3.11948;1.09949;
368;2.39426;1.32795;3.01757;1.20215;0;0;0;0;2.39614;1.32983;3.01945;1.20403;
369;2.29237;1.43433;3.11445;1.10977;0;0;0;0;2.28976;1.43172;3.11183;1.10715;
370;2.38632;1.33585;3.00977;1.20991;0;0;0;0;2.38824;1.33777;3.01169;1.21183;
371;2.28447;1.44223;3.10682;1.11738;0;0;0;0;2.28186;1.43962;3.10421;1.11478;
372;2.37842;1.34371;3.002;1.21764;0;0;0;0;2.38038;1.34568;3.00396;1.2196;
373;2.27661;1.45008;3.09922;1.12497;0;0;0;0;2.27401;1.44748;3.09663;1.12237;
374;2.37055;1.35154;2.99427;1.22533;0;0;0;0;2.37255;1.35354;2.99627;1.22733;
375;2.4699;1.25677;3.09166;1.13253;0;0;0;0;2.46732;1.25419;3.08907;1.12994;
376;2.36273;1.35932;2.98657;1.23299;0;0;0;0;2.36477;1.36136;2.98861;1.23503;
377;2.46217;1.26449;3.08412;1.14006;0;0;0;0;2.4596;1.26192;3.08154;1.13748;
378;2.35495;1.36706;2.9789;1.24062;0;0;0;0;2.35703;1.36915;2.98098;1.2427;
379;2.45448;1.27218;3.07661;1.14756;0;0;0;0;2.45191;1.26961;3.07404;1.14499;
380;2.3472;1.37477;2.97127;1.24821;0;0;0;0;2.34932;1.37689;2.97339;1.25033;
381;2.44682;1.27983;3.06913;1.15502;0;0;0;0;2.44427;1.27727;3.06657;1.15247;
382;2.3395;1.38243;2.96367;1.25577;0;0;0;0;2.34166;1.38459;2.96583;1.25793;
383;2.4392;1.28744;3.06168;1.16246;0;0;0;0;2.43665;1.2849;3.05913;1.15992;
384;2.33183;1.39006;2.9561;1.2633;0;0;0;0;2.33403;1.39226;2.9583;1.2655;
385;2.43161;1.29501;3.05426;1.16987;0;0;0;0;2.42908;1.29248;3.05172;1.16734;
386;2.32421;1.39764;2.94857;1.27079;0;0;0;0;2.32645;1.39988;2.95081;1.27303;
387;2.42406;1.30256;3.04687;1.17725;0;0;0;0;2.42154;1.30004;3.04434;1.17473;
388;2.31662;1.40519;3.1311;1.08822;0;0;0;0;2.3189;1.40747;3.13337;1.0905;
389;2.41654;1.31006;3.0395;1.18461;0;0;0;0;2.41403;1.30755;3.03699;1.18209;
390;2.30907;1.4127;3.12385;1.09544;0;0;0;0;2.31139;1.41502;3.12616;1.09775;
391;2.40906;1.31753;3.03217;1.19193;0;0;0;0;2.40656;1.31503;3.02967;1.18943;
392;2.30156;1.42017;3.11662;1.10262;0;0;0;0;2.30392;1.42253;3.11898;1.10497;
393;2.40161;1.32497;3.02487;1.19922;0;0;0;0;2.39913;1.32248;3.02238;1.19673;
394;2.29409;1.42761;3.10943;1.10978;0;0;0;0;2.29649;1.43;3.11182;1.11217;
395;2.3942;1.33236;3.01759;1.20648;0;0;0;0;2.39173;1.32989;3.01512;1.20401;
396;2.28666;1.435;3.10226;1.11691;0;0;0;0;2.28909;1.43743;3.10469;1.11934;
397;2.38682;1.33973;3.01035;1.21372;0;0;0;0;2.38436;1.33727;3.00788;1.21125;
398;2.27927;1.44236;3.09511;1.12402;0;0;0;0;2.28173;1.44483;3.09758;1.12649;
399;2.37948;1.34706;3.00313;1.22092;0;0;0;0;2.37703;1.34461;3.00068;1.21847;
400;2.27191;1.44968;3.08799;1.1311;0;0;0;0;2.27441;1.45218;3.0905;1.13361;
401;2.37218;1.35435;2.99594;1.2281;0;0;0;0;2.36974;1.35192;2.9935;1.22566;
402;2.4591;1.26255;3.081;1.13816;0;0;0;0;2.46154;1.26499;3.08344;1.1406;
403;2.3649;1.36161;2.98878;1.23524;0;0;0;0;2.36248;1.35919;2.98635;1.23282;
404;2.45195;1.26975;3.07403;1.14519;0;0;0;0;2.45434;1.27214;3.07641;1.14757;
405;2.35767;1.36884;2.98165;1.24236;0;0;0;0;2.35525;1.36643;2.97924;1.23995;
406;2.44484;1.27693;3.06708;1.15219;0;0;0;0;2.44716;1.27925;3.06941;1.15451;
407;2.35046;1.37603;2.97455;1.24945;0;0;0;0;2.34806;1.37363;2.97215;1.24705;
408;2.43776;1.28407;3.06017;1.15917;0;0;0;0;2.44002;1.28634;3.06243;1.16143;
409;2.34329;1.38319;2.96748;1.25651;0;0;0;0;2.34091;1.3808;2.96509;1.25412;
410;2.4307;1.29118;3.05327;1.16612;0;0;0;0;2.43291;1.29339;3.05548;1.16833;
411;2.33616;1.39031;2.96043;1.26354;0;0;0;0;2.33378;1.38793;2.95806;1.26117;
412;2.42368;1.29826;3.0464;1.17305;0;0;0;0;2.42583;1.30041;3.04855;1.1752;
413;2.32906;1.3974;2.95342;1.27055;0;0;0;0;2.32669;1.39504;2.95105;1.26818;
414;2.41669;1.30531;3.03956;1.17995;0;0;0;0;2.41878;1.3074;3.04165;1.18204;
415;2.32199;1.40445;3.13039;1.09356;0;0;0;0;2.31964;1.4021;3.12803;1.09121;
416;2.40973;1.31233;3.03274;1.18682;0;0;0;0;2.41177;1.31437;3.03478;1.18886;
417;2.31495;1.41147;3.12362;1.10031;0;0;0;0;2.31262;1.40914;3.12128;1.09798;
418;2.40279;1.31931;3.02594;1.19367;0;0;0;0;2.40478;1.3213;3.02793;1.19566;
419;2.30795;1.41846;3.11688;1.10704;0;0;0;0;2.30563;1.41614;3.11456;1.10472;
420;2.39589;1.32627;3.01917;1.2005;0;0;0;0;2.39783;1.3282;3.0211;1.20243;
421;2.30099;1.42541;3.11017;1.11374;0;0;0;0;2.29868;1.42311;3.10785;1.11143;
422;2.38902;1.33319;3.01243;1.20729;0;0;0;0;2.3909;1.33507;3.01431;1.20917;
423;2.29405;1.43234;3.10347;1.12043;0;0;0;0;2.29176;1.43004;3.10117;1.11813;
424;2.38218;1.34008;3.00571;1.21406;0;0;0;0;2.38401;1.34191;3.00753;1.21589;
425;2.28715;1.43922;3.0968;1.12708;0;0;0;0;2.28487;1.43694;3.09451;1.1248;
426;2.37537;1.34695;2.99901;1.22081;0;0;0;0;2.37714;1.34873;3.00079;1.22259;
427;2.28028;1.44608;3.09015;1.13372;0;0;0;0;2.27801;1.44381;3.08788;1.13145;
428;2.36858;1.35378;2.99234;1.22753;0;0;0;0;2.37031;1.35551;2.99407;1.22926;
429;2.46157;1.26478;3.08352;1.14033;0;0;0;0;2.45931;1.26252;3.08127;1.13808;
430;2.36183;1.36058;2.98569;1.23423;0;0;0;0;2.36351;1.36226;2.98737;1.23591;
431;2.4548;1.27153;3.07692;1.14692;0;0;0;0;2.45256;1.26929;3.07468;1.14468;
432;2.35511;1.36735;2.97907;1.2409;0;0;0;0;2.35674;1.36898;2.9807;1.24253;
433;2.44806;1.27826;3.07034;1.15349;0;0;0;0;2.44583;1.27603;3.06811;1.15126;
434;2.34841;1.37409;2.97247;1.24754;0;0;0;0;2.35;1.37568;2.97406;1.24912;
435;2.44135;1.28496;3.06378;1.16003;0;0;0;0;2.43914;1.28274;3.06156;1.15782;
436;2.34175;1.38081;2.9659;1.25416;0;0;0;0;2.34329;1.38234;2.96744;1.2557;
437;2.43467;1.29163;3.05725;1.16656;0;0;0;0;2.43247;1.28943;3.05504;1.16435;
438;2.33511;1.38749;2.95935;1.26076;0;0;0;0;2.3366;1.38898;2.96084;1.26224;
439;2.42801;1.29827;3.05073;1.17305;0;0;0;0;2.42582;1.29608;3.04854;1.17087;
440;2.32851;1.39414;2.95283;1.26733;0;0;0;0;2.32995;1.39558;2.95427;1.26877;
441;2.42138;1.30488;3.04424;1.17953;0;0;0;0;2.41921;1.30271;3.04207;1.17736;
442;2.32193;1.40076;3.12451;1.09569;0;0;0;0;2.32333;1.40216;3.12591;1.09709;
443;2.41478;1.31147;3.03777;1.18598;0;0;0;0;2.41262;1.30931;3.03562;1.18382;
444;2.31538;1.40735;3.11821;1.10203;0;0;0;0;2.31674;1.40871;3.11957;1.10339;
445;2.4082;1.31803;3.03133;1.19241;0;0;0;0;2.40606;1.31589;3.02918;1.19027;
446;2.30886;1.41392;3.11194;1.10835;0;0;0;0;2.31018;1.41523;3.11325;1.10966;
447;2.40166;1.32456;3.02491;1.19882;0;0;0;0;2.39953;1.32243;3.02278;1.19669;
448;2.30237;1.42045;3.10568;1.11465;0;0;0;0;2.30364;1.42172;3.10695;1.11592;
449;2.39514;1.33107;3.01851;1.20521;0;0;0;0;2.39302;1.32895;3.01639;1.20309;
450;2.29591;1.42695;3.09944;1.12093;0;0;0;0;2.29714;1.42818;3.10067;1.12216;
451;2.38864;1.33755;3.01213;1.21157;0;0;0;0;2.38654;1.33545;3.01003;1.20947;
